_weight,_likelihood,$\Omega_m\ \mathrm{Blinded}$,$w\ \mathrm{Blinded}$
4.00000,12.85713,0.33811,-0.84748
7.00000,12.52541,0.31668,-0.92360
4.00000,13.78225,0.31515,-0.77987
1.00000,12.18753,0.44321,-1.28773
3.00000,12.40695,0.41173,-1.24121
1.00000,12.10728,0.31510,-0.88475
3.00000,12.42909,0.30091,-0.86900
5.00000,13.44290,0.22697,-0.68846
1.00000,12.87823,0.25578,-0.76058
2.00000,13.62438,0.33558,-1.02384
2.00000,14.17328,0.36191,-1.13017
1.00000,11.91589,0.42831,-1.23028
1.00000,11.94288,0.35009,-0.91775
4.00000,11.87043,0.42059,-1.14540
1.00000,12.89456,0.44673,-1.18420
1.00000,13.54874,0.37769,-0.90994
3.00000,12.21328,0.42319,-1.26366
5.00000,12.64088,0.46005,-1.33801
1.00000,13.19190,0.37653,-1.15047
8.00000,11.96761,0.35041,-0.99690
4.00000,12.06506,0.39545,-1.15999
4.00000,11.94271,0.42860,-1.23792
1.00000,11.67633,0.41014,-1.14150
1.00000,11.66376,0.36064,-0.99023
2.00000,11.64944,0.36258,-0.98612
3.00000,12.79584,0.35332,-0.87973
6.00000,11.94430,0.38103,-0.98908
1.00000,12.05395,0.43615,-1.26349
3.00000,12.00837,0.43171,-1.25440
5.00000,12.01982,0.43233,-1.25717
1.00000,11.86347,0.33720,-0.90878
3.00000,11.95067,0.33623,-0.89461
6.00000,11.82306,0.37984,-1.08581
4.00000,12.53807,0.42374,-1.29205
3.00000,12.31795,0.36473,-1.06890
1.00000,12.36168,0.29491,-0.84128
2.00000,12.27529,0.31454,-0.83718
1.00000,12.52795,0.45452,-1.28497
2.00000,13.29670,0.47465,-1.36702
1.00000,12.55078,0.39295,-1.18184
4.00000,12.10691,0.38216,-1.11672
2.00000,12.32881,0.36618,-1.07449
6.00000,12.82291,0.27630,-0.82194
1.00000,12.68769,0.30388,-0.89362
3.00000,12.73858,0.30204,-0.89076
5.00000,12.98873,0.30763,-0.79195
1.00000,12.49289,0.32255,-0.83566
6.00000,12.07927,0.31468,-0.87622
3.00000,11.70018,0.41133,-1.15815
9.00000,11.62718,0.38909,-1.05012
1.00000,11.65600,0.40677,-1.12243
4.00000,11.72418,0.41349,-1.16839
1.00000,11.78906,0.40084,-1.15121
2.00000,11.94273,0.41970,-1.22372
4.00000,11.91144,0.41653,-1.21158
1.00000,11.82390,0.36190,-0.95224
2.00000,13.25471,0.35260,-0.86262
3.00000,13.77953,0.38951,-1.22198
3.00000,13.88574,0.37065,-1.15339
1.00000,12.84116,0.26537,-0.79106
5.00000,12.40803,0.30040,-0.81141
1.00000,12.54898,0.28954,-0.79048
3.00000,12.95945,0.33359,-0.99487
1.00000,12.65525,0.36249,-0.90509
9.00000,15.76940,0.49037,-1.28751
9.00000,12.86013,0.44808,-1.19469
2.00000,11.68043,0.40173,-1.13616
5.00000,11.77245,0.41706,-1.14594
5.00000,14.88962,0.40195,-0.93625
2.00000,15.28557,0.31550,-0.74824
1.00000,13.56828,0.48077,-1.48618
1.00000,12.54135,0.37347,-1.11103
4.00000,11.68243,0.41070,-1.13836
1.00000,12.05432,0.43746,-1.25806
10.00000,12.13694,0.43767,-1.28369
2.00000,12.73003,0.42431,-1.30723
1.00000,12.69216,0.42294,-1.29990
4.00000,12.54182,0.45089,-1.35982
1.00000,11.94644,0.36319,-1.03923
4.00000,12.54120,0.39444,-1.18677
4.00000,13.92264,0.48399,-1.37850
1.00000,15.14850,0.47016,-1.19004
2.00000,13.65619,0.30900,-0.77349
1.00000,13.90651,0.29226,-0.74248
1.00000,11.88926,0.42159,-1.21918
1.00000,12.10153,0.40725,-1.20303
1.00000,12.79857,0.34541,-0.86359
1.00000,14.10569,0.42853,-1.04395
2.00000,12.19869,0.33603,-0.87409
2.00000,12.29590,0.34899,-0.89266
4.00000,11.91652,0.35267,-1.00022
1.00000,11.90796,0.35771,-1.01700
2.00000,11.74295,0.36307,-1.01794
1.00000,12.10979,0.34727,-0.90005
2.00000,12.83165,0.44596,-1.18461
3.00000,12.88534,0.31934,-0.94806
3.00000,12.58972,0.33302,-0.97751
4.00000,11.59889,0.38454,-1.04403
6.00000,13.08679,0.27516,-0.74588
1.00000,12.97837,0.27652,-0.75218
1.00000,12.33961,0.35247,-0.89750
1.00000,11.59853,0.37957,-1.04788
4.00000,11.77950,0.35570,-0.99581
2.00000,11.68692,0.35679,-0.97977
1.00000,13.25773,0.23220,-0.72615
3.00000,12.64027,0.27133,-0.78379
1.00000,12.88993,0.33980,-1.01197
1.00000,11.58956,0.38044,-1.04426
5.00000,12.34588,0.32411,-0.84593
1.00000,13.10725,0.29449,-0.88517
9.00000,12.75145,0.45830,-1.39314
3.00000,12.41054,0.39397,-1.17767
3.00000,12.64226,0.40153,-1.21845
6.00000,12.46727,0.39467,-1.18348
3.00000,11.98569,0.43404,-1.24147
2.00000,14.24340,0.48473,-1.58456
1.00000,12.82253,0.46516,-1.35847
1.00000,12.71622,0.33614,-0.99307
2.00000,11.81258,0.34085,-0.93989
2.00000,11.84931,0.33550,-0.91918
4.00000,12.02235,0.36509,-1.05160
2.00000,12.17127,0.30883,-0.86873
4.00000,11.69795,0.37389,-0.99447
3.00000,11.66597,0.37090,-0.99269
1.00000,11.68873,0.41168,-1.14637
9.00000,11.71423,0.41422,-1.14956
2.00000,11.96131,0.35365,-0.92309
4.00000,11.78918,0.37649,-0.99024
1.00000,12.03909,0.39628,-1.02791
2.00000,12.09414,0.43715,-1.21550
2.00000,12.24411,0.35500,-1.03153
4.00000,13.53518,0.30374,-0.92537
1.00000,12.02518,0.38665,-1.12649
1.00000,11.84107,0.34369,-0.95886
2.00000,12.81735,0.30548,-0.90434
1.00000,12.82116,0.26290,-0.78091
1.00000,11.70094,0.39412,-1.11829
1.00000,11.59509,0.39140,-1.08342
4.00000,13.45953,0.40327,-0.98239
15.00000,13.50370,0.40069,-0.97313
1.00000,12.72871,0.29741,-0.87688
4.00000,12.02529,0.43200,-1.18965
5.00000,12.63693,0.38877,-0.97209
3.00000,14.58154,0.40113,-0.94202
1.00000,13.85217,0.44162,-1.10607
8.00000,11.67689,0.35751,-0.97368
3.00000,12.51941,0.31830,-0.82777
1.00000,11.85566,0.36803,-0.96299
2.00000,12.74755,0.36782,-0.91365
1.00000,12.82218,0.46387,-1.32945
4.00000,12.72471,0.45507,-1.38915
1.00000,11.82692,0.42321,-1.20365
4.00000,11.86289,0.39480,-1.14024
2.00000,12.46958,0.37071,-1.09769
5.00000,11.86352,0.34116,-0.91211
4.00000,11.95256,0.33586,-0.89391
2.00000,11.89539,0.33077,-0.90468
3.00000,13.23053,0.30910,-0.78598
3.00000,11.98461,0.41564,-1.21818
4.00000,12.59746,0.42939,-1.31535
1.00000,12.48104,0.37726,-0.94811
1.00000,12.61285,0.34162,-0.86358
8.00000,12.59499,0.34433,-0.86954
2.00000,12.41993,0.31066,-0.82236
3.00000,12.39630,0.31110,-0.82442
2.00000,12.09303,0.31785,-0.85878
3.00000,11.59548,0.37744,-1.02924
6.00000,11.78389,0.40390,-1.15964
4.00000,11.85461,0.42069,-1.21094
5.00000,13.55611,0.21044,-0.68521
6.00000,13.54350,0.25301,-0.79514
1.00000,12.27615,0.31732,-0.84064
2.00000,12.06786,0.43858,-1.24599
2.00000,12.21728,0.38521,-1.13467
1.00000,13.01933,0.30016,-0.89756
1.00000,12.39499,0.30383,-0.81589
1.00000,12.21445,0.31132,-0.88450
3.00000,11.92531,0.42636,-1.17070
2.00000,13.11562,0.33749,-0.83746
1.00000,13.07748,0.33414,-0.83257
1.00000,11.76650,0.41927,-1.16793
3.00000,11.78274,0.41967,-1.18964
4.00000,12.48582,0.31795,-0.82894
6.00000,11.73570,0.35298,-0.94877
8.00000,11.99111,0.37962,-1.09956
2.00000,13.22337,0.35244,-0.86327
1.00000,13.05337,0.41619,-1.04066
1.00000,12.05023,0.36260,-0.93577
1.00000,12.08499,0.43360,-1.27127
1.00000,12.45083,0.45170,-1.34096
2.00000,12.56265,0.42833,-1.30921
1.00000,14.60104,0.34762,-1.09140
1.00000,12.84360,0.35115,-1.04745
1.00000,12.17411,0.43697,-1.29029
7.00000,12.27546,0.44271,-1.31190
4.00000,13.51287,0.48109,-1.45660
3.00000,14.40121,0.49317,-1.42778
3.00000,13.85089,0.26440,-0.83215
2.00000,13.06474,0.25158,-0.76800
1.00000,11.96592,0.34165,-0.90100
4.00000,12.51108,0.28976,-0.83982
1.00000,12.00768,0.41836,-1.22845
2.00000,12.24340,0.43621,-1.18369
2.00000,13.26539,0.47550,-1.39335
7.00000,13.25949,0.47534,-1.39207
2.00000,12.09271,0.42983,-1.26686
1.00000,12.11379,0.43845,-1.27758
1.00000,11.69667,0.40184,-1.13980
14.00000,11.76085,0.40467,-1.15845
3.00000,12.40973,0.30193,-0.81278
2.00000,11.75753,0.38929,-1.03046
1.00000,11.58752,0.38670,-1.06548
3.00000,11.80466,0.42269,-1.18631
2.00000,11.65653,0.40695,-1.13549
1.00000,11.85781,0.37768,-0.98697
1.00000,11.59327,0.38582,-1.06717
2.00000,12.26249,0.30291,-0.85885
2.00000,12.23038,0.38420,-0.97941
6.00000,12.17967,0.38097,-0.97343
2.00000,12.93989,0.28573,-0.85423
1.00000,12.96876,0.46183,-1.28051
1.00000,13.48193,0.40201,-1.26002
4.00000,13.22863,0.42268,-1.33018
2.00000,12.77426,0.41281,-1.26783
1.00000,13.49925,0.47626,-1.49315
4.00000,13.37067,0.47477,-1.47423
2.00000,13.30402,0.42417,-1.33995
2.00000,12.79783,0.37455,-1.12689
3.00000,12.55740,0.30876,-0.90131
2.00000,12.94073,0.29797,-0.88820
2.00000,12.52856,0.28987,-0.79239
3.00000,11.63801,0.37647,-1.01127
3.00000,11.70977,0.40984,-1.11963
1.00000,11.68083,0.40747,-1.11503
2.00000,15.79137,0.49168,-1.29590
1.00000,13.57313,0.35825,-1.09835
2.00000,13.92038,0.46554,-1.52546
1.00000,12.82035,0.46502,-1.35491
3.00000,12.51034,0.33284,-0.97311
2.00000,12.60987,0.27770,-0.77822
2.00000,13.32818,0.26090,-0.80609
8.00000,14.43149,0.18511,-0.68220
1.00000,14.46194,0.25987,-0.83719
5.00000,12.73483,0.37810,-1.13683
9.00000,13.09097,0.24276,-0.72305
1.00000,12.91011,0.26022,-0.78113
1.00000,12.60086,0.27464,-0.78192
4.00000,12.04793,0.34803,-0.90570
3.00000,11.95553,0.39496,-1.03002
2.00000,11.74037,0.40190,-1.07720
1.00000,11.78766,0.36354,-0.95957
1.00000,12.08137,0.38109,-1.11121
1.00000,13.37848,0.29944,-0.90839
1.00000,12.76965,0.29658,-0.87655
3.00000,13.12342,0.46781,-1.31544
1.00000,12.13530,0.43798,-1.21309
2.00000,12.62089,0.39514,-1.19364
3.00000,14.19880,0.27203,-0.86009
5.00000,12.57752,0.27983,-0.78245
2.00000,12.09848,0.35964,-1.03821
3.00000,12.36332,0.40087,-1.02236
4.00000,11.66577,0.40416,-1.10196
3.00000,11.78287,0.41312,-1.12079
1.00000,11.77910,0.41885,-1.18893
2.00000,12.38749,0.45184,-1.30875
3.00000,13.34496,0.47484,-1.35930
2.00000,14.00875,0.48087,-1.33520
3.00000,11.93467,0.38036,-0.98795
2.00000,11.65060,0.40080,-1.09010
2.00000,12.02277,0.38686,-1.12704
8.00000,12.31170,0.42552,-1.12071
6.00000,12.23384,0.44082,-1.21668
3.00000,11.82349,0.37682,-1.07547
3.00000,11.94410,0.36436,-1.04309
1.00000,12.03454,0.34716,-0.99121
1.00000,11.81708,0.35040,-0.98116
1.00000,11.74166,0.35218,-0.94657
2.00000,11.94398,0.33257,-0.89129
2.00000,12.84284,0.31002,-0.80103
2.00000,12.56349,0.29039,-0.79013
2.00000,15.05587,0.19978,-0.61436
3.00000,13.96051,0.26222,-0.70265
1.00000,11.63514,0.37857,-1.01720
3.00000,13.01591,0.37568,-0.92254
4.00000,12.82038,0.37151,-0.91959
1.00000,12.98861,0.30559,-0.91179
2.00000,14.22365,0.49343,-1.53965
12.00000,11.77733,0.42041,-1.17525
4.00000,11.65367,0.40685,-1.12598
1.00000,11.81884,0.34626,-0.92515
4.00000,12.42875,0.30809,-0.89153
6.00000,12.58088,0.32837,-0.84112
2.00000,11.59467,0.39079,-1.08180
2.00000,12.10330,0.42905,-1.26674
6.00000,11.59828,0.39224,-1.08736
2.00000,11.79383,0.41174,-1.18206
3.00000,11.70695,0.35600,-0.98329
1.00000,11.60193,0.37666,-1.03786
4.00000,12.18294,0.41956,-1.10447
4.00000,12.01730,0.42764,-1.16252
2.00000,11.63567,0.40147,-1.09866
5.00000,11.83974,0.42248,-1.20884
3.00000,13.33557,0.41617,-1.02872
13.00000,12.73832,0.43800,-1.14902
4.00000,13.05380,0.44502,-1.16378
1.00000,12.51124,0.42985,-1.12566
4.00000,11.84742,0.37409,-0.97854
7.00000,11.81270,0.34216,-0.94673
3.00000,12.32865,0.38775,-0.98409
4.00000,12.08780,0.38600,-0.99312
1.00000,12.67886,0.41608,-1.05836
6.00000,12.47701,0.44649,-1.22259
1.00000,12.74769,0.29812,-0.87988
5.00000,12.31537,0.37521,-1.10522
10.00000,12.39031,0.37601,-1.11222
2.00000,12.43100,0.38113,-1.13260
3.00000,12.42473,0.38533,-1.14731
1.00000,12.74566,0.31422,-0.92686
3.00000,11.91496,0.33246,-0.89604
1.00000,12.60458,0.32854,-0.84038
2.00000,12.70277,0.32414,-0.82883
3.00000,12.38274,0.42528,-1.11413
1.00000,15.02472,0.36540,-0.84463
4.00000,14.94410,0.33119,-0.78069
3.00000,13.19187,0.44384,-1.14928
2.00000,12.87947,0.26574,-0.79527
1.00000,13.43825,0.36359,-1.11266
7.00000,14.43604,0.44139,-1.08191
1.00000,14.72218,0.39997,-0.93510
2.00000,12.31880,0.35117,-0.89587
2.00000,12.15220,0.39965,-1.03120
6.00000,13.39495,0.47832,-1.40702
2.00000,11.72585,0.41398,-1.16907
2.00000,15.23285,0.46636,-1.16615
6.00000,12.27384,0.44759,-1.28529
1.00000,12.54177,0.40565,-1.02861
4.00000,12.30884,0.39794,-1.01598
8.00000,12.34559,0.40740,-1.04563
7.00000,11.85428,0.36879,-0.96489
4.00000,12.08948,0.37418,-1.08773
2.00000,12.19253,0.31685,-0.90163
8.00000,11.62291,0.36916,-1.01429
7.00000,12.27639,0.44241,-1.22171
1.00000,12.95084,0.46833,-1.36705
1.00000,12.63914,0.46000,-1.34862
1.00000,12.41248,0.45043,-1.26737
4.00000,12.52982,0.33476,-0.98018
1.00000,14.43209,0.44327,-1.47403
2.00000,14.39802,0.49631,-1.55306
3.00000,13.84803,0.45020,-1.47038
1.00000,16.38354,0.28482,-0.93688
3.00000,16.38870,0.30465,-0.99255
3.00000,12.44229,0.43491,-1.31889
1.00000,13.08787,0.46735,-1.31613
2.00000,11.69358,0.41040,-1.12859
1.00000,11.82793,0.42407,-1.20093
2.00000,12.94054,0.32172,-0.95742
7.00000,11.64666,0.39721,-1.07560
10.00000,11.75764,0.40352,-1.08124
3.00000,11.78909,0.39471,-1.13197
1.00000,12.16615,0.40904,-1.21428
2.00000,14.57931,0.49313,-1.40236
1.00000,12.42981,0.45259,-1.29052
2.00000,12.31360,0.30755,-0.88111
2.00000,12.15808,0.33907,-0.97299
3.00000,12.01262,0.40531,-1.18893
2.00000,11.98599,0.40240,-1.17696
3.00000,11.67534,0.38309,-1.07871
20.00000,13.04603,0.25432,-0.77446
1.00000,12.38155,0.36868,-1.08602
1.00000,13.06821,0.36922,-1.11905
3.00000,12.33501,0.39313,-1.17016
5.00000,11.87987,0.40491,-1.07203
3.00000,13.45056,0.41270,-1.01253
2.00000,13.77946,0.41436,-1.00620
1.00000,11.96683,0.40926,-1.08053
1.00000,12.07841,0.43307,-1.18728
2.00000,12.32424,0.44054,-1.20121
3.00000,11.77480,0.38758,-1.02319
2.00000,11.88580,0.41949,-1.13667
2.00000,12.16864,0.40615,-1.05259
1.00000,12.28307,0.39984,-1.02364
5.00000,11.87622,0.37117,-0.96873
6.00000,11.73328,0.40444,-1.08883
1.00000,13.74971,0.22216,-0.66962
2.00000,13.37738,0.23377,-0.74110
5.00000,12.71421,0.26891,-0.78923
2.00000,13.70679,0.24335,-0.77841
1.00000,13.61807,0.24151,-0.77097
2.00000,14.36037,0.19481,-0.69832
2.00000,12.02603,0.31854,-0.88012
3.00000,13.44409,0.45259,-1.17992
3.00000,13.43538,0.44671,-1.14980
2.00000,12.38470,0.43694,-1.17240
1.00000,12.48857,0.38225,-0.96088
7.00000,13.19580,0.43644,-1.11428
2.00000,12.38938,0.41943,-1.08859
5.00000,12.27889,0.40032,-1.19223
1.00000,12.21470,0.31334,-0.84101
5.00000,12.15979,0.32997,-0.86689
2.00000,11.81638,0.34961,-0.93023
3.00000,12.11037,0.38295,-1.11973
2.00000,11.79798,0.41047,-1.17964
8.00000,11.66535,0.38106,-1.07017
1.00000,11.87034,0.40041,-1.05618
4.00000,12.21601,0.40361,-1.04046
1.00000,12.19058,0.41251,-1.07482
1.00000,11.73085,0.39409,-1.04956
1.00000,11.66815,0.39881,-1.07727
1.00000,11.63630,0.36547,-1.00190
2.00000,11.59853,0.37659,-1.03518
1.00000,11.58869,0.38297,-1.05428
3.00000,12.20893,0.37291,-1.09095
2.00000,12.33753,0.30664,-0.82335
1.00000,12.64541,0.28173,-0.77676
1.00000,12.62692,0.28212,-0.77853
1.00000,12.67191,0.28085,-0.77406
1.00000,13.39386,0.23240,-0.73860
1.00000,13.63535,0.34271,-1.04742
1.00000,13.56109,0.34930,-0.84685
2.00000,12.98146,0.41283,-1.03207
1.00000,13.05566,0.41424,-1.03371
4.00000,13.07881,0.41092,-1.02134
4.00000,11.66800,0.40423,-1.10166
1.00000,12.15610,0.36687,-0.93911
4.00000,11.64483,0.36367,-0.98827
3.00000,11.80365,0.41929,-1.19709
1.00000,11.78650,0.41659,-1.18989
1.00000,11.79408,0.40819,-1.17310
1.00000,12.38849,0.34835,-0.88672
2.00000,14.09812,0.49091,-1.45351
5.00000,12.91197,0.46662,-1.40199
1.00000,12.49793,0.32689,-0.95375
1.00000,11.62234,0.37247,-1.00677
3.00000,13.19930,0.31647,-0.79851
3.00000,11.84798,0.34277,-0.95627
5.00000,11.84202,0.36890,-0.96625
3.00000,13.39431,0.27870,-0.85349
4.00000,13.45092,0.32654,-0.98999
4.00000,12.06606,0.37539,-0.96558
2.00000,12.58040,0.39718,-1.19898
3.00000,12.49561,0.42808,-1.30317
1.00000,11.89208,0.42734,-1.18745
1.00000,12.40584,0.44782,-1.24357
1.00000,13.08394,0.41503,-1.03522
1.00000,13.32346,0.30222,-0.77280
1.00000,13.38838,0.43043,-1.07959
2.00000,12.75389,0.45594,-1.25890
1.00000,13.79807,0.40979,-0.99090
5.00000,14.10496,0.30805,-0.76085
1.00000,12.11209,0.43666,-1.27830
3.00000,12.22365,0.42931,-1.14703
8.00000,11.64945,0.38625,-1.03626
1.00000,11.84076,0.37826,-0.99002
3.00000,11.73258,0.37453,-0.99148
2.00000,11.83316,0.33877,-0.93536
8.00000,12.18066,0.37511,-0.95794
3.00000,12.40862,0.29304,-0.84045
3.00000,11.83122,0.33750,-0.92493
3.00000,12.33581,0.30881,-0.82583
7.00000,11.79767,0.34201,-0.94084
1.00000,11.79858,0.34545,-0.95844
1.00000,11.68110,0.36797,-1.02618
1.00000,11.83125,0.36506,-1.03539
2.00000,12.21092,0.37561,-1.10051
1.00000,13.22227,0.32645,-0.81437
4.00000,12.90998,0.35856,-0.88669
2.00000,13.05428,0.29615,-0.88772
2.00000,14.81504,0.31327,-0.98624
2.00000,14.51170,0.22270,-0.75726
2.00000,14.65194,0.17900,-0.60716
5.00000,15.51127,0.11954,-0.60540
6.00000,15.22608,0.11277,-0.58587
5.00000,15.12996,0.11170,-0.57879
1.00000,15.17027,0.12003,-0.55753
7.00000,14.63872,0.13971,-0.59650
10.00000,14.98783,0.13981,-0.57293
1.00000,15.81731,0.13198,-0.63011
5.00000,15.53263,0.09383,-0.53423
5.00000,15.08234,0.10984,-0.56475
3.00000,14.10773,0.17971,-0.65585
3.00000,15.87195,0.06425,-0.53856
3.00000,16.16340,0.03279,-0.49713
2.00000,16.34907,0.03195,-0.48623
2.00000,15.21141,0.17678,-0.68787
5.00000,14.10965,0.24139,-0.78639
2.00000,11.80320,0.34106,-0.93704
2.00000,11.83988,0.34175,-0.95077
1.00000,12.11696,0.39402,-1.01531
4.00000,12.05322,0.40656,-1.06263
2.00000,12.55684,0.44333,-1.19299
9.00000,12.15586,0.36324,-0.93070
2.00000,12.01779,0.32219,-0.87295
1.00000,12.10106,0.32724,-0.92888
2.00000,13.14432,0.46421,-1.27962
7.00000,12.47139,0.44839,-1.34762
2.00000,13.46412,0.35069,-1.06863
4.00000,14.65463,0.44195,-1.47881
1.00000,13.50229,0.47795,-1.48814
1.00000,13.07195,0.37699,-1.14739
2.00000,12.36138,0.41409,-1.24626
1.00000,11.68565,0.39610,-1.12170
1.00000,11.83833,0.42503,-1.19040
6.00000,11.58867,0.38745,-1.05936
8.00000,12.01329,0.40381,-1.05576
2.00000,12.96822,0.25518,-0.73577
1.00000,12.92554,0.25645,-0.74023
4.00000,13.82937,0.20959,-0.70807
8.00000,12.77635,0.26184,-0.76467
3.00000,11.93543,0.33792,-0.94971
2.00000,11.89543,0.42894,-1.20593
1.00000,12.02870,0.43549,-1.21940
10.00000,11.89967,0.42493,-1.16660
5.00000,12.49125,0.38639,-1.15475
3.00000,12.81575,0.46329,-1.39456
4.00000,12.37099,0.31595,-0.91236
1.00000,11.90571,0.32997,-0.90848
3.00000,12.62590,0.38080,-0.95086
3.00000,11.85558,0.37701,-1.07920
1.00000,13.09703,0.37980,-1.15875
12.00000,12.47691,0.45043,-1.34856
7.00000,12.76032,0.38348,-0.95230
1.00000,12.24703,0.36087,-0.92029
1.00000,11.73028,0.40762,-1.10360
2.00000,13.01387,0.33175,-0.83041
5.00000,12.98495,0.26202,-0.73832
1.00000,12.33247,0.31191,-0.89687
2.00000,13.18799,0.29561,-0.76777
5.00000,12.20931,0.30465,-0.85674
4.00000,12.27470,0.30528,-0.82801
2.00000,12.05977,0.38725,-0.99858
5.00000,11.85943,0.37748,-0.98629
12.00000,11.76845,0.36733,-0.97007
1.00000,11.68807,0.35751,-0.98431
2.00000,11.96800,0.32531,-0.88386
3.00000,12.76095,0.42178,-1.07580
2.00000,12.49541,0.32176,-0.93763
6.00000,12.30184,0.31389,-0.90096
4.00000,13.46052,0.22483,-0.68644
1.00000,12.24546,0.43708,-1.30138
5.00000,12.21145,0.44380,-1.24996
4.00000,12.04249,0.38911,-1.13633
2.00000,11.72271,0.40839,-1.10886
3.00000,11.69048,0.36196,-1.00474
3.00000,12.18593,0.42406,-1.26354
1.00000,12.21750,0.44514,-1.26891
4.00000,13.51282,0.47896,-1.38299
1.00000,14.51447,0.28619,-0.72025
6.00000,14.79762,0.27630,-0.70144
1.00000,12.49638,0.30202,-0.80687
4.00000,12.55320,0.35175,-0.88617
1.00000,11.81810,0.33891,-0.92508
4.00000,13.06030,0.24884,-0.72572
2.00000,12.38903,0.32196,-0.93235
4.00000,12.08630,0.37380,-0.96025
10.00000,12.16018,0.32611,-0.93013
2.00000,13.11255,0.36500,-1.10578
1.00000,12.66614,0.28361,-0.77676
2.00000,13.76449,0.20809,-0.66027
5.00000,11.78180,0.34460,-0.93191
3.00000,12.46353,0.44195,-1.19402
3.00000,12.61517,0.37031,-1.10343
2.00000,13.60347,0.45593,-1.47399
4.00000,13.98914,0.48973,-1.51179
1.00000,14.04626,0.49080,-1.47203
4.00000,12.76041,0.46115,-1.38938
1.00000,12.29942,0.44631,-1.31417
1.00000,12.29186,0.44478,-1.31461
2.00000,12.49987,0.28488,-0.79292
1.00000,11.70945,0.38608,-1.02642
3.00000,12.74237,0.29880,-0.88157
2.00000,11.59666,0.39270,-1.07504
4.00000,11.59813,0.39207,-1.07113
3.00000,11.64916,0.40622,-1.12456
1.00000,11.58686,0.38472,-1.05234
1.00000,12.36752,0.41103,-1.05736
1.00000,12.36950,0.41110,-1.05750
1.00000,12.79502,0.46005,-1.28957
3.00000,12.28162,0.44760,-1.27662
3.00000,12.20491,0.33303,-0.86869
3.00000,11.76480,0.40477,-1.08535
2.00000,11.78467,0.40749,-1.16981
3.00000,12.84159,0.28799,-0.77153
2.00000,12.39829,0.30140,-0.86809
2.00000,12.84372,0.25998,-0.77300
2.00000,12.34747,0.30828,-0.82436
1.00000,12.16251,0.42459,-1.26264
2.00000,12.43284,0.45302,-1.29723
2.00000,14.11452,0.47572,-1.28303
1.00000,11.94166,0.38556,-1.11613
5.00000,12.24054,0.34358,-0.88516
2.00000,14.85715,0.41083,-0.96259
1.00000,12.66838,0.36830,-0.91794
4.00000,11.71651,0.39698,-1.06187
3.00000,11.70883,0.39961,-1.07303
1.00000,14.61480,0.38462,-1.23029
1.00000,12.75969,0.46190,-1.38579
1.00000,11.80073,0.42209,-1.19199
1.00000,11.88466,0.42586,-1.22204
1.00000,11.87019,0.42416,-1.21788
1.00000,12.92248,0.34979,-0.86785
1.00000,13.28679,0.38456,-0.93569
3.00000,13.48908,0.36873,-0.89053
5.00000,12.39613,0.29256,-0.80772
1.00000,12.30832,0.29671,-0.83935
2.00000,11.58893,0.38792,-1.06089
8.00000,11.77876,0.36911,-1.04400
1.00000,12.11088,0.32231,-0.91262
3.00000,11.91280,0.41110,-1.09353
2.00000,11.72864,0.39121,-1.04014
2.00000,11.94801,0.37877,-1.09322
5.00000,11.65470,0.36437,-0.98364
1.00000,11.70027,0.35769,-0.96254
12.00000,12.08302,0.36947,-0.94972
6.00000,11.83247,0.33843,-0.91733
3.00000,11.90629,0.32989,-0.90051
2.00000,13.36223,0.30646,-0.77793
2.00000,13.23316,0.29530,-0.76583
1.00000,11.64651,0.37373,-1.04073
1.00000,11.76204,0.36755,-1.03651
2.00000,12.16998,0.31571,-0.84777
1.00000,12.15359,0.31464,-0.84869
1.00000,11.76811,0.41933,-1.18183
5.00000,11.75007,0.37068,-0.97996
1.00000,12.03845,0.43469,-1.26103
5.00000,15.17272,0.50663,-1.63403
2.00000,14.86222,0.50120,-1.47774
1.00000,14.07107,0.49129,-1.51480
2.00000,14.11157,0.49216,-1.50781
1.00000,13.46153,0.34197,-1.03945
3.00000,13.51515,0.39558,-0.95800
2.00000,12.67525,0.27982,-0.77303
1.00000,11.92097,0.34491,-0.97336
7.00000,11.96636,0.36153,-0.93922
13.00000,12.11325,0.31332,-0.85434
4.00000,14.00644,0.31272,-0.96465
2.00000,14.34587,0.32267,-1.00338
9.00000,14.32286,0.17242,-0.65317
2.00000,15.32698,0.17523,-0.68768
3.00000,15.55735,0.17838,-0.69750
1.00000,15.50033,0.17710,-0.69427
23.00000,15.07058,0.11143,-0.56357
14.00000,15.05346,0.11289,-0.57447
1.00000,15.42600,0.09682,-0.53957
4.00000,15.35284,0.19661,-0.60582
2.00000,12.10524,0.31674,-0.89123
7.00000,12.72240,0.33222,-0.98093
1.00000,11.80940,0.41285,-1.11484
1.00000,12.79705,0.41541,-1.04985
1.00000,13.66580,0.44649,-1.13685
1.00000,12.47051,0.39761,-1.00620
8.00000,12.78507,0.40751,-1.24852
6.00000,13.46395,0.47620,-1.48716
3.00000,13.50996,0.30162,-0.91867
2.00000,13.75932,0.25318,-0.80283
3.00000,13.26922,0.23214,-0.72741
1.00000,13.10334,0.32916,-0.98633
1.00000,11.99774,0.39155,-1.14129
8.00000,12.11591,0.36925,-0.94716
1.00000,12.11545,0.36477,-0.93660
2.00000,12.01920,0.35248,-0.91641
3.00000,13.05534,0.38281,-0.93921
1.00000,12.91582,0.31051,-0.79895
1.00000,12.23600,0.31696,-0.90581
